Date,Temperature,pH,DO,Turbidity(V),TDS,EC,WQI,WQC,Numeric_WQC,Verdict
8/15/2020 21:50,34.13,8.21,5,0.28,2768,3.49,32.54,Bad,3,1
8/15/2020 21:51,34.13,8.49,5,0.28,2824,3.52,31.19,Bad,3,1
8/15/2020 21:53,34.06,8.43,5,0.28,2775,3.49,32.2,Bad,3,1
8/15/2020 21:55,34.13,8.02,5,0.28,2782,3.49,32.2,Bad,3,1
8/15/2020 21:56,34.13,8.34,5,0.28,2876,3.54,29.83,Bad,3,1
8/15/2020 21:58,34.06,8.3,5,0.27,2789,3.5,31.86,Bad,3,1
8/15/2020 22:00,34.06,8.43,5,0.27,2789,3.5,31.86,Bad,3,1
8/15/2020 22:01,34.06,8.51,5,0.27,2789,3.5,31.86,Bad,3,1
8/15/2020 22:03,34.13,8.41,5,0.27,2782,3.49,32.2,Bad,3,1
8/15/2020 22:05,34.13,8.48,5,0.27,2768,3.48,32.54,Bad,3,1
8/15/2020 22:06,34.06,8.24,5,0.26,2775,3.49,32.2,Bad,3,1
8/15/2020 22:08,34.13,8.13,5,0.27,2768,3.49,32.54,Bad,3,1
8/15/2020 22:10,34.13,8.35,5,0.27,2782,3.49,32.2,Bad,3,1
8/15/2020 22:11,34.13,8.02,5,0.27,2782,3.49,32.2,Bad,3,1
8/15/2020 22:13,34.13,8.41,5,0.27,2796,3.5,31.86,Bad,3,1
8/15/2020 22:15,34.13,8.52,6,0.27,2824,3.52,31.19,Bad,3,1
8/15/2020 22:16,34.13,7.92,5,0.26,2754,3.48,32.88,Bad,3,1
8/15/2020 22:18,34.13,8.09,5,0.26,2782,3.49,32.2,Bad,3,1
8/15/2020 22:20,34.13,8.21,5,0.26,2768,3.49,32.54,Bad,3,1
8/15/2020 22:21,34.19,8.1,5,0.25,2760,3.48,32.54,Bad,3,1
8/15/2020 22:23,34.13,8.13,5,0.23,2768,3.49,32.54,Bad,3,1
8/15/2020 22:25,34.19,8.47,5,0.24,2760,3.48,32.54,Bad,3,1
8/15/2020 22:26,34.13,8.74,6,0.29,2838,3.52,30.85,Bad,3,1
8/15/2020 22:28,34.13,8.09,7,0.31,2796,3.5,31.53,Bad,3,1
8/15/2020 22:30,34.13,8.22,7,0.33,2769,3.5,32.2,Bad,3,1
8/15/2020 22:31,34.19,8.21,7,0.32,2788,3.5,31.86,Bad,3,1
8/15/2020 22:33,34.19,8.17,7,0.32,2788,3.5,31.86,Bad,3,1
8/15/2020 22:35,34.19,8.31,7,0.32,2774,3.49,32.2,Bad,3,1
8/15/2020 22:36,34.13,8.34,6,0.34,2782,3.49,31.86,Bad,3,1
8/15/2020 22:38,34.13,8.4,6,0.35,2796,3.5,31.86,Bad,3,1
8/15/2020 22:40,34.19,8.65,7,0.35,2788,3.5,31.86,Bad,3,1
8/15/2020 22:41,34.13,8.51,7,0.33,2810,3.51,31.19,Bad,3,1
8/15/2020 22:43,34.13,8.81,7,0.33,2824,3.52,30.85,Bad,3,1
8/15/2020 22:45,34.13,8.3,6,0.33,2774,3.49,32.2,Bad,3,1
8/15/2020 22:46,34.13,8.64,7,0.31,2782,3.49,31.86,Bad,3,1
8/15/2020 22:48,34.19,7.63,7,0.27,2774,3.49,32.2,Bad,3,1
8/15/2020 22:50,34.13,8.34,7,0.29,2896,3.55,29.15,Bad,3,1
8/15/2020 22:51,34.19,8.33,7,0.31,2860,3.53,30.17,Bad,3,1
8/15/2020 22:53,34.13,8.72,7,0.3,2911,3.56,28.81,Bad,3,1
8/15/2020 22:55,34.19,8.61,7,0.28,2917,3.56,28.81,Bad,3,1
8/15/2020 22:56,34.19,8.33,7,0.28,2888,3.55,29.49,Bad,3,1
8/15/2020 22:58,34.13,8.16,6,0.23,2888,3.53,29.49,Bad,3,1
8/15/2020 23:00,34.19,8.04,6,0.21,2817,3.51,31.19,Bad,3,1
8/15/2020 23:01,34.19,7.85,6,0.21,2817,3.51,31.19,Bad,3,1
8/15/2020 23:03,34.19,8.7,6,0.25,2831,3.52,30.85,Bad,3,1
8/15/2020 23:05,34.13,9.05,6,0.25,2810,3.51,31.19,Bad,3,1
8/15/2020 23:06,34.19,8.47,6,0.25,2845,3.53,30.51,Bad,3,1
8/15/2020 23:08,34.19,8.63,6,0.26,2831,3.52,30.85,Bad,3,1
8/15/2020 23:10,34.19,8.54,5,0.26,2831,3.52,30.85,Bad,3,1
8/15/2020 23:11,34.13,8.52,6,0.26,2853,3.53,30.51,Bad,3,1
8/15/2020 23:13,34.19,8.79,6,0.27,2888,3.55,29.49,Bad,3,1
8/15/2020 23:15,34.19,8.83,6,0.28,2860,3.53,30.17,Bad,3,1
8/15/2020 23:16,34.19,8.97,6,0.3,2831,3.52,30.85,Bad,3,1
8/15/2020 23:18,34.19,8.59,6,0.54,2817,3.51,31.19,Bad,3,1
8/15/2020 23:20,34.19,8.46,5,0.67,2803,3.5,31.53,Bad,3,1
8/15/2020 23:21,34.19,8.33,6,0.64,2860,3.53,30.17,Bad,3,1
8/15/2020 23:23,34.19,8.26,5,0.68,2831,3.52,30.85,Bad,3,1
8/15/2020 23:25,34.13,8.57,6,0.68,2838,3.52,30.85,Bad,3,1
8/15/2020 23:26,34.06,8.31,5,0.71,2846,3.53,30.51,Bad,3,1
8/15/2020 23:28,34.06,8.19,6,0.75,2875,3.54,29.83,Bad,3,1
8/15/2020 23:30,34.06,8.19,6,0.74,2860,3.53,30.17,Bad,3,1
8/15/2020 23:31,34.06,8.36,6,0.8,2860,3.53,30.17,Bad,3,1
8/15/2020 23:33,34,8.52,6,0.8,2853,3.53,30.17,Bad,3,1
8/15/2020 23:35,34,8.59,6,0.8,2853,3.53,30.17,Bad,3,1
8/15/2020 23:36,33.94,8.57,6,0.8,2847,3.53,30.51,Bad,3,1
8/15/2020 23:38,33.88,8.66,6,0.8,2840,3.52,30.51,Bad,3,1
8/15/2020 23:40,33.88,8.7,7,0.8,2825,3.52,30.85,Bad,3,1
8/15/2020 23:41,33.81,8.67,6,0.8,2819,3.51,31.19,Bad,3,1
8/15/2020 23:43,33.81,8.76,7,0.81,2833,3.52,30.85,Bad,3,1
8/15/2020 23:45,33.75,8.7,6,0.81,2840,3.52,30.51,Bad,3,1
8/15/2020 23:46,33.75,8.52,6,0.82,2812,3.51,31.19,Bad,3,1
8/15/2020 23:48,33.75,8.56,6,0.82,2812,3.51,31.19,Bad,3,1
8/15/2020 23:50,33.81,8.53,6,0.82,2790,3.5,31.86,Bad,3,1
8/15/2020 23:51,33.81,8.59,6,0.82,2762,3.48,32.54,Bad,3,1
8/15/2020 23:53,33.81,8.44,6,0.82,2762,3.48,32.54,Bad,3,1
8/15/2020 23:55,33.75,8.53,6,0.82,2672,3.44,34.58,Bad,3,1
8/15/2020 23:56,34.19,8.79,6,0.27,2888,3.55,29.49,Bad,3,1
8/15/2020 23:58,34.19,8.83,6,0.28,2860,3.53,30.17,Bad,3,1
8/16/2020 0:00,34.19,8.97,6,0.3,2831,3.52,30.85,Bad,3,1
8/16/2020 0:01,34.19,8.59,6,0.54,2817,3.51,31.19,Bad,3,1
8/16/2020 0:03,34.19,8.46,5,0.67,2803,3.5,31.53,Bad,3,1
8/16/2020 0:05,34.19,8.33,6,0.64,2860,3.53,30.17,Bad,3,1
8/16/2020 0:06,34.19,8.26,5,0.68,2831,3.52,30.85,Bad,3,1
8/16/2020 0:08,34.13,8.57,6,0.68,2838,3.52,30.85,Bad,3,1
8/16/2020 0:10,34.06,8.31,5,0.71,2846,3.53,30.51,Bad,3,1
8/16/2020 0:11,34.06,8.19,6,0.75,2875,3.54,29.83,Bad,3,1
8/16/2020 0:13,34.06,8.19,6,0.74,2860,3.53,30.17,Bad,3,1
8/16/2020 0:15,34.06,8.36,6,0.8,2860,3.53,30.17,Bad,3,1
8/16/2020 0:16,34,8.52,6,0.8,2853,3.53,30.17,Bad,3,1
8/16/2020 0:18,34,8.59,6,0.8,2853,3.53,30.17,Bad,3,1
8/16/2020 0:20,33.94,8.57,6,0.8,2847,3.53,30.51,Bad,3,1
8/16/2020 0:21,33.88,8.66,6,0.8,2840,3.52,30.51,Bad,3,1
8/16/2020 0:23,33.88,8.7,7,0.8,2825,3.52,30.85,Bad,3,1
8/16/2020 0:25,33.81,8.67,6,0.8,2819,3.51,31.19,Bad,3,1
8/16/2020 0:26,33.81,8.76,7,0.81,2833,3.52,30.85,Bad,3,1
8/16/2020 0:28,33.75,8.7,6,0.81,2840,3.52,30.51,Bad,3,1
8/16/2020 0:30,33.75,8.52,6,0.82,2812,3.51,31.19,Bad,3,1
8/16/2020 0:31,33.75,8.56,6,0.82,2812,3.51,31.19,Bad,3,1
8/16/2020 0:33,33.81,8.53,6,0.82,2790,3.5,31.86,Bad,3,1
8/16/2020 0:35,33.81,8.59,6,0.82,2762,3.48,32.54,Bad,3,1
8/16/2020 0:36,33.81,8.44,6,0.82,2762,3.48,32.54,Bad,3,1
8/16/2020 0:38,33.75,8.53,6,0.82,2672,3.44,34.58,Bad,3,1
8/16/2020 0:40,33.81,8.53,6,0.82,2790,3.5,31.86,Bad,3,1
8/16/2020 0:41,33.81,8.59,6,0.82,2762,3.48,32.54,Bad,3,1
8/16/2020 0:43,33.81,8.44,6,0.82,2762,3.48,32.54,Bad,3,1
8/16/2020 0:45,33.75,8.53,6,0.82,2672,3.44,34.58,Bad,3,1
8/16/2020 0:46,34.19,11.25,10,1.09,3432,3.8,33.22,Bad,3,1
8/16/2020 0:48,34.19,11.21,10,1.11,3448,3.8,33.22,Bad,3,1
8/16/2020 0:50,34.25,11.23,10,1.13,3439,3.8,33.22,Bad,3,1
8/16/2020 0:51,34.25,11.28,11,1.12,3456,3.81,33.22,Bad,3,1
8/16/2020 0:53,34.25,11.17,10,1.08,3308,3.74,33.22,Bad,3,1
8/16/2020 0:55,34.31,11.29,10,1.12,3413,3.79,32.2,Bad,3,1
8/16/2020 0:56,34.25,11.34,11,1.12,3523,3.83,32.54,Bad,3,1
8/16/2020 0:58,34.31,11.31,11,1.11,3530,3.84,32.88,Bad,3,1
8/16/2020 1:00,34.25,11.36,11,1.1,3574,3.86,34.58,Bad,3,1
8/16/2020 1:01,34.19,11.56,12,1.14,3813,3.95,31.86,Bad,3,1
8/16/2020 1:03,34.25,11.27,11,1.09,3456,3.81,32.54,Bad,3,1
8/16/2020 1:05,34.25,11.33,11,1.06,3540,3.84,34.58,Bad,3,1
8/16/2020 1:06,34.25,11.25,11,1.06,3472,3.81,31.86,Bad,3,1
8/16/2020 1:08,34.25,11.09,10,1,3439,3.8,32.54,Bad,3,1
8/16/2020 1:10,33.94,8.36,4,1.79,2734,3.47,32.54,Bad,3,1
8/16/2020 1:11,33.94,8.46,4,1.8,2734,3.47,33.22,Bad,3,1
8/16/2020 1:13,33.94,8.46,4,1.81,2734,3.47,33.22,Bad,3,1
8/16/2020 1:15,33.94,8.44,4,1.8,2734,3.47,33.22,Bad,3,1
8/16/2020 1:16,33.88,8.33,4,1.8,2731,3.47,33.22,Bad,3,1
8/16/2020 1:18,33.88,8.22,4,1.8,2741,3.47,33.22,Bad,3,1
8/16/2020 1:20,33.5,8.2,3,1.8,2785,3.5,32.2,Bad,3,1
8/16/2020 1:21,33.81,10.57,3,1.79,2762,3.48,32.54,Bad,3,1
8/16/2020 1:23,33.81,8.16,3,1.8,2748,3.48,32.88,Bad,3,1
8/16/2020 1:25,33.81,8.66,4,1.75,2797,3.5,31.86,Bad,3,1
8/16/2020 1:26,33.88,9.38,8,1.78,780,1.85,79.32,Good,2,0
8/16/2020 1:28,33.81,8.5,8,1.8,3101,3.65,24.41,Bad,3,1
8/16/2020 1:30,33.81,8.52,7,1.8,3085,3.64,24.75,Bad,3,1
8/16/2020 1:31,33.88,11.43,6,1.76,2986,3.59,27.12,Bad,3,1
8/16/2020 1:33,33.81,8.41,6,1.78,2891,3.55,29.49,Bad,3,1
8/16/2020 1:35,33.81,8.57,5,1.77,2876,3.45,29.83,Bad,3,1
8/16/2020 1:36,33.81,8.47,5,1.78,2876,3.54,29.83,Bad,3,1
8/16/2020 1:38,33.81,8.57,5,1.78,2876,3.54,29.83,Bad,3,1
8/16/2020 1:40,33.81,8.54,4,1.78,2862,3.53,30.17,Bad,3,1
8/16/2020 1:41,33.81,8.67,5,1.78,2876,3.54,29.83,Bad,3,1
8/16/2020 1:43,33.81,8.54,5,1.8,2876,3.54,29.83,Bad,3,1
8/16/2020 1:45,33.81,8.48,4,1.81,2891,3.55,29.49,Bad,3,1
8/16/2020 1:46,33.81,8.62,4,1.83,2876,3.54,29.83,Bad,3,1
8/16/2020 1:48,33.81,8.41,5,1.81,2876,3.54,29.83,Bad,3,1
8/16/2020 1:50,33.63,7.32,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 1:51,33.56,7.33,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 1:53,33.63,7.4,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 1:55,33.63,7.59,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 1:56,33.63,7.42,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 1:58,33.63,7.45,7,3.83,2662,3.43,34.92,Bad,3,1
8/16/2020 2:00,33.69,7.55,8,3.49,2643,3.42,35.25,Bad,3,1
8/16/2020 2:01,33.69,7.65,8,3.42,2720,3.46,33.22,Bad,3,1
8/16/2020 2:03,33.69,7.64,8,3.32,2682,3.44,34.24,Bad,3,1
8/16/2020 2:05,33.59,7.54,8,3.28,2682,3.44,34.24,Bad,3,1
8/16/2020 2:06,33.69,7.65,8,3.31,2682,3.44,34.24,Bad,3,1
8/16/2020 2:08,33.69,7.67,8,3.23,2662,3.43,34.58,Bad,3,1
8/16/2020 2:10,33.69,7.56,7,3.24,2662,3.43,34.92,Bad,3,1
8/16/2020 2:11,33.75,7.52,8,3.15,2662,3.43,34.58,Bad,3,1
8/16/2020 2:13,33.75,7.63,7,3.13,2662,3.43,34.92,Bad,3,1
8/16/2020 2:15,33.75,7.75,7,3.09,2682,3.44,34.24,Bad,3,1
8/16/2020 2:16,33.75,7.46,7,3.03,2643,3.42,35.25,Bad,3,1
8/16/2020 2:18,33.75,7.66,7,2.92,2643,3.42,35.25,Bad,3,1
8/16/2020 2:20,33.75,7.72,8,3.01,2740,3.47,32.88,Bad,3,1
8/16/2020 2:21,33.75,7.8,8,2.9,2740,3.47,32.88,Bad,3,1
8/16/2020 2:23,33.75,7.79,8,2.92,2720,3.46,33.22,Bad,3,1
8/16/2020 2:25,33.81,7.76,8,2.9,2720,3.46,33.22,Bad,3,1
8/16/2020 2:26,33.75,7.72,8,2.9,2682,3.44,34.24,Bad,3,1
8/16/2020 2:28,33.75,7.64,8,2.79,2682,3.44,34.24,Bad,3,1
8/16/2020 2:30,33.75,7.68,8,2.77,2701,3.45,33.9,Bad,3,1
8/16/2020 2:31,33.75,7.72,8,2.75,2682,3.44,34.24,Bad,3,1
8/16/2020 2:33,33.81,7.66,8,2.69,2662,3.43,34.58,Bad,3,1
8/16/2020 2:35,33.81,7.58,8,2.63,2662,3.43,34.58,Bad,3,1
8/16/2020 2:36,33.81,7.71,8,2.63,2682,3.44,34.24,Bad,3,1
8/16/2020 2:38,33.81,7.59,7,2.57,2662,3.43,34.92,Bad,3,1
8/16/2020 2:40,33.81,7.62,8,2.55,2643,3.42,35.25,Bad,3,1
8/16/2020 2:41,33.88,7.65,8,2.54,2643,3.42,35.25,Bad,3,1
8/16/2020 2:43,33.81,7.66,8,2.53,2624,3.41,35.59,Bad,3,1
8/16/2020 2:45,33.81,7.85,8,2.47,2624,3.41,35.59,Bad,3,1
8/16/2020 2:46,33.88,7.93,9,2.6,2701,3.45,33.9,Bad,3,1
8/16/2020 2:48,33.88,7.88,8,2.53,2643,3.42,35.25,Bad,3,1
8/16/2020 2:50,33.88,7.84,9,2.48,2662,3.43,34.58,Bad,3,1
8/16/2020 2:51,33.88,7.79,9,2.51,2643,3.42,35.25,Bad,3,1
8/16/2020 2:53,33.88,8.01,8,2.45,2643,3.42,35.25,Bad,3,1
8/16/2020 2:55,33.88,7.85,8,2.44,2643,3.42,35.25,Bad,3,1
8/16/2020 2:56,33.88,7.8,8,2.38,2643,3.42,35.25,Bad,3,1
8/16/2020 2:58,33.88,7.96,8,2.31,2643,3.42,35.25,Bad,3,1
8/16/2020 3:00,33.94,7.75,8,2.29,2624,3.41,35.59,Bad,3,1
8/16/2020 3:01,33.94,7.8,8,2.26,2662,3.43,34.58,Bad,3,1
8/16/2020 3:03,33.94,7.94,8,2.2,2662,3.43,34.58,Bad,3,1
8/16/2020 3:05,33.94,7.77,8,2.08,2701,3.45,33.9,Bad,3,1
8/16/2020 3:06,33.94,7.96,8,2.11,2701,3.45,33.9,Bad,3,1
8/16/2020 3:08,33.94,7.89,8,2.13,2740,3.47,32.88,Bad,3,1
8/16/2020 3:10,33.94,8.23,9,2.1,2720,3.46,33.22,Bad,3,1
8/16/2020 3:11,33.94,8.37,9,2.08,2740,3.47,32.88,Bad,3,1
8/16/2020 3:13,33.94,7.98,9,2.07,2740,3.47,32.88,Bad,3,1
8/16/2020 3:15,34,8.04,8,2.07,2701,3.45,33.9,Bad,3,1
8/16/2020 3:16,34,8.18,8,1.96,2720,3.46,33.22,Bad,3,1
8/16/2020 3:18,34,7.96,8,1.7,2740,3.47,32.88,Bad,3,1
8/16/2020 3:20,33.94,7.94,8,1.75,2759,3.48,32.54,Bad,3,1
8/16/2020 3:21,33.94,8.15,8,1.41,2720,3.46,33.22,Bad,3,1
8/16/2020 3:23,34,7.57,8,1.21,2701,3.45,33.9,Bad,3,1
8/16/2020 3:25,34,8.33,8,0.85,2740,3.47,32.88,Bad,3,1
8/16/2020 3:26,34,8.41,8,0.8,2720,3.46,33.22,Bad,3,1
8/16/2020 3:28,34,8.03,8,0.88,2740,3.47,32.88,Bad,3,1
8/16/2020 3:30,34,8.13,8,0.62,2682,3.44,34.24,Bad,3,1
8/16/2020 3:31,34,8.14,8,0.66,2682,3.44,34.24,Bad,3,1
8/16/2020 3:33,34,8.18,8,0.66,2682,3.44,34.24,Bad,3,1
8/16/2020 3:35,34,8.37,8,0.6,2682,3.44,34.24,Bad,3,1
8/16/2020 3:36,34,8.08,7,0.48,2682,3.44,34.24,Bad,3,1
8/16/2020 3:38,34,8.37,8,0.5,2701,3.45,33.9,Bad,3,1
8/16/2020 3:40,34,8.49,8,0.43,2740,3.47,32.88,Bad,3,1
8/16/2020 3:41,34,7.88,7,0.43,2682,3.44,34.24,Bad,3,1
8/16/2020 3:43,34,8.07,7,0.43,2682,3.44,34.24,Bad,3,1
8/16/2020 3:45,33.63,7.32,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 3:46,33.56,7.33,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 3:48,33.63,7.4,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 3:50,33.63,7.59,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 3:51,33.63,7.42,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 3:53,33.63,7.45,7,3.83,2662,3.43,34.92,Bad,3,1
8/16/2020 3:55,33.69,7.55,8,3.49,2643,3.42,35.25,Bad,3,1
8/16/2020 3:56,33.69,7.65,8,3.42,2720,3.46,33.22,Bad,3,1
8/16/2020 3:58,33.69,7.64,8,3.32,2682,3.44,34.24,Bad,3,1
8/16/2020 4:00,33.59,7.54,8,3.28,2682,3.44,34.24,Bad,3,1
8/16/2020 4:01,33.69,7.65,8,3.31,2682,3.44,34.24,Bad,3,1
8/16/2020 4:03,33.69,7.67,8,3.23,2662,3.43,34.58,Bad,3,1
8/16/2020 4:05,33.69,7.56,7,3.24,2662,3.43,34.92,Bad,3,1
8/16/2020 4:06,33.75,7.52,8,3.15,2662,3.43,34.58,Bad,3,1
8/16/2020 4:08,33.75,7.63,7,3.13,2662,3.43,34.92,Bad,3,1
8/16/2020 4:10,33.75,7.75,7,3.09,2682,3.44,34.24,Bad,3,1
8/16/2020 4:11,33.75,7.46,7,3.03,2643,3.42,35.25,Bad,3,1
8/16/2020 4:13,33.75,7.66,7,2.92,2643,3.42,35.25,Bad,3,1
8/16/2020 4:15,33.75,7.72,8,3.01,2740,3.47,32.88,Bad,3,1
8/16/2020 4:16,33.75,7.8,8,2.9,2740,3.47,32.88,Bad,3,1
8/16/2020 4:18,33.63,7.32,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 4:20,33.56,7.33,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 4:21,33.63,7.4,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 4:23,33.63,7.59,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 4:25,33.63,7.42,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 4:26,33.63,7.45,7,3.83,2662,3.43,34.92,Bad,3,1
8/16/2020 4:28,33.69,7.55,8,3.49,2643,3.42,35.25,Bad,3,1
8/16/2020 4:30,33.69,7.65,8,3.42,2720,3.46,33.22,Bad,3,1
8/16/2020 4:31,33.69,7.64,8,3.32,2682,3.44,34.24,Bad,3,1
8/16/2020 4:33,33.63,7.32,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 4:35,33.56,7.33,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 4:36,33.63,7.4,7,4.13,2662,3.43,34.92,Bad,3,1
8/16/2020 4:38,33.63,7.59,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 4:40,33.63,7.42,7,4.13,2643,3.42,35.25,Bad,3,1
8/16/2020 4:41,33.63,7.45,7,3.83,2662,3.43,34.92,Bad,3,1
8/16/2020 4:43,33.69,7.55,8,3.49,2643,3.42,35.25,Bad,3,1
8/16/2020 4:45,33.69,7.65,8,3.42,2720,3.46,33.22,Bad,3,1
8/16/2020 4:46,33.69,7.64,8,3.32,2682,3.44,34.24,Bad,3,1
8/16/2020 4:48,33.59,7.54,8,3.28,2682,3.44,34.24,Bad,3,1
8/16/2020 4:50,33.69,7.65,8,3.31,2682,3.44,34.24,Bad,3,1
8/16/2020 4:51,33.69,7.67,8,3.23,2662,3.43,34.58,Bad,3,1
8/16/2020 4:53,33.69,7.56,7,3.24,2662,3.43,34.92,Bad,3,1
8/16/2020 4:55,33.75,7.52,8,3.15,2662,3.43,34.58,Bad,3,1
8/16/2020 4:56,33.75,7.63,7,3.13,2662,3.43,34.92,Bad,3,1
8/16/2020 4:58,33.75,7.75,7,3.09,2682,3.44,34.24,Bad,3,1
8/16/2020 5:00,33.75,7.46,7,3.03,2643,3.42,35.25,Bad,3,1
8/16/2020 5:01,33.75,7.66,7,2.92,2643,3.42,35.25,Bad,3,1
8/16/2020 5:03,33.75,7.72,8,3.01,2740,3.47,32.88,Bad,3,1
8/16/2020 5:05,33.75,7.8,8,2.9,2740,3.47,32.88,Bad,3,1
8/16/2020 5:06,33.75,7.79,8,2.92,2720,3.46,33.22,Bad,3,1
8/16/2020 5:08,33.81,7.76,8,2.9,2720,3.46,33.22,Bad,3,1
8/16/2020 5:10,33.75,7.72,8,2.9,2682,3.44,34.24,Bad,3,1
8/16/2020 5:11,33.75,7.64,8,2.79,2682,3.44,34.24,Bad,3,1
8/16/2020 5:13,33.75,7.68,8,2.77,2701,3.45,33.9,Bad,3,1
8/16/2020 5:15,33.75,7.72,8,2.75,2682,3.44,34.24,Bad,3,1
8/16/2020 5:16,33.81,7.66,8,2.69,2662,3.43,34.58,Bad,3,1
8/16/2020 5:18,33.81,7.58,8,2.63,2662,3.43,34.58,Bad,3,1
8/16/2020 5:20,33.81,7.71,8,2.63,2682,3.44,34.24,Bad,3,1
8/16/2020 5:21,33.81,7.59,7,2.57,2662,3.43,34.92,Bad,3,1
8/16/2020 5:23,33.81,7.62,8,2.55,2643,3.42,35.25,Bad,3,1
8/16/2020 5:25,33.88,7.65,8,2.54,2643,3.42,35.25,Bad,3,1
8/16/2020 5:26,33.81,7.66,8,2.53,2624,3.41,35.59,Bad,3,1
8/16/2020 5:28,33.81,7.85,8,2.47,2624,3.41,35.59,Bad,3,1
8/16/2020 5:30,33.88,7.93,9,2.6,2701,3.45,33.9,Bad,3,1
8/16/2020 5:31,33.88,7.88,8,2.53,2643,3.42,35.25,Bad,3,1
8/16/2020 5:33,33.88,7.84,9,2.48,2662,3.43,34.58,Bad,3,1
8/16/2020 5:35,33.88,7.79,9,2.51,2643,3.42,35.25,Bad,3,1
8/16/2020 5:36,33.88,8.01,8,2.45,2643,3.42,35.25,Bad,3,1
8/16/2020 5:38,33.88,7.85,8,2.44,2643,3.42,35.25,Bad,3,1
8/16/2020 5:40,33.88,7.8,8,2.38,2643,3.42,35.25,Bad,3,1
8/16/2020 5:41,33.88,7.96,8,2.31,2643,3.42,35.25,Bad,3,1
8/16/2020 5:43,33.94,7.75,8,2.29,2624,3.41,35.59,Bad,3,1
8/16/2020 5:45,33.94,7.8,8,2.26,2662,3.43,34.58,Bad,3,1
8/16/2020 5:46,33.94,7.94,8,2.2,2662,3.43,34.58,Bad,3,1
8/16/2020 5:48,33.94,7.77,8,2.08,2701,3.45,33.9,Bad,3,1
8/16/2020 5:50,33.94,7.96,8,2.11,2701,3.45,33.9,Bad,3,1
8/16/2020 5:51,33.94,7.89,8,2.13,2740,3.47,32.88,Bad,3,1
8/16/2020 5:53,33.94,8.23,9,2.1,2720,3.46,33.22,Bad,3,1
8/16/2020 5:55,33.94,8.37,9,2.08,2740,3.47,32.88,Bad,3,1
8/16/2020 5:56,33.94,7.98,9,2.07,2740,3.47,32.88,Bad,3,1
8/16/2020 5:58,34,8.04,8,2.07,2701,3.45,33.9,Bad,3,1
8/16/2020 6:00,34,8.18,8,1.96,2720,3.46,33.22,Bad,3,1
8/16/2020 6:01,34,7.96,8,1.7,2740,3.47,32.88,Bad,3,1
8/16/2020 6:03,33.94,7.94,8,1.75,2759,3.48,32.54,Bad,3,1
8/16/2020 6:05,33.94,8.15,8,1.41,2720,3.46,33.22,Bad,3,1
8/16/2020 6:06,34,7.57,8,1.21,2701,3.45,33.9,Bad,3,1
8/16/2020 6:08,34,8.33,8,0.85,2740,3.47,32.88,Bad,3,1
8/16/2020 6:10,34,8.41,8,0.8,2720,3.46,33.22,Bad,3,1
8/16/2020 6:11,34,8.03,8,0.88,2740,3.47,32.88,Bad,3,1
8/16/2020 6:13,34,8.13,8,0.62,2682,3.44,34.24,Bad,3,1
8/16/2020 6:15,34,8.14,8,0.66,2682,3.44,34.24,Bad,3,1
8/16/2020 6:16,34,8.18,8,0.66,2682,3.44,34.24,Bad,3,1
8/16/2020 6:18,34,8.37,8,0.6,2682,3.44,34.24,Bad,3,1
8/16/2020 6:20,34,8.08,7,0.48,2682,3.44,34.24,Bad,3,1
8/16/2020 6:21,34,8.37,8,0.5,2701,3.45,33.9,Bad,3,1
8/16/2020 6:23,34,8.49,8,0.43,2740,3.47,32.88,Bad,3,1
8/16/2020 6:25,34,7.88,7,0.43,2682,3.44,34.24,Bad,3,1
8/16/2020 6:26,34,8.07,7,0.43,2682,3.44,34.24,Bad,3,1
8/16/2020 6:28,34,7.88,7,0.41,2682,3.44,34.24,Bad,3,1
8/16/2020 6:30,34,7.66,6,0.39,2701,3.45,33.9,Bad,3,1
8/16/2020 6:31,34,8.01,6,0.38,2720,3.46,33.56,Bad,3,1
8/16/2020 6:33,34,7.98,6,0.37,2720,3.46,33.56,Bad,3,1
8/16/2020 6:35,34,7.85,6,0.34,2740,3.47,33.22,Bad,3,1
8/16/2020 6:36,34,8.12,6,0.34,2720,3.46,33.56,Bad,3,1
8/16/2020 6:38,34,7.88,6,0.34,2720,3.46,33.56,Bad,3,1
8/16/2020 6:40,34,8.09,5,0.32,2701,3.45,33.9,Bad,3,1
